7.174792531969414848e-03,9.882121716536743788e-03,-4.683305845980192603e-03,1.486939451226420000e-03,2.499830791456003360e-03,-3.001918314138260163e-05,-2.403361537343072073e-03,8.920390474750432806e-04,7.518003807949638715e-04,-7.309408630566619630e-04,-1.392521524394319532e-01,1.379986611197787205e+00,-4.671428898076230851e-01,3.025092679906242754e-01,4.788787448845472361e-01,6.173703351288806901e-02,-5.690486530208797022e-01,-3.191402767668568563e-01,1.291199086107799876e-01,-3.098571982356171026e-02,-8.610900002913964013e-02,-2.547186640073047514e-01,-1.875604647957441196e-01,5.985844008350541673e-02,1.611373004664688191e-01,-1.674112110468183590e-01,-1.935883819274556994e-01,-2.183063371816511451e-03,2.836039174460984191e-01,-1.233565174017683536e-01
-6.074990274734410299e-03,-4.430165463629924072e-04,-1.225973686297962681e-03,2.864186804810564448e-03,-2.367878729424488982e-04,-1.422233625504448111e-03,-8.428220564290044427e-05,1.676012058676354085e-03,-5.511431083492090858e-04,-4.656660173544385751e-04,-9.153624820510632976e-01,7.976004505080385165e-01,-2.434397983506547958e-01,-1.991256074689236322e-01,-4.208143244910586001e-01,-4.375113611791733303e-01,-4.161693491338995798e-01,1.239604282033882413e-02,8.005997476254493594e-02,1.172843183338852513e-01,3.655844069328493401e-02,1.283975471933347101e-01,2.228277924985572547e-02,-2.060152114325906891e-01,1.482022998494578192e-01,-3.951767036494813201e-02,-1.584812808323783073e-01,5.744129198329669950e-02,-9.378114211952005841e-02,-2.822773935030059578e-02
3.097801761244908542e-03,1.545799899914664533e-03,-7.033070972316128426e-03,-2.037841901494525168e-03,6.193090541341256380e-04,2.199624519985662451e-03,-1.321004745900638102e-03,1.334045162239274815e-04,-1.029266681442194374e-03,-5.943235847166782959e-04,1.820246832083477484e+00,3.063959379393326743e-01,4.758730902853212652e-01,5.042936299694949359e-02,3.380456765128852514e-01,7.708443532556685795e-02,-1.911933849278129594e-01,1.279479761459785536e-01,1.498237657229113499e-02,-6.351773857431126935e-02,-2.834588130484820834e-01,3.805681548448776319e-02,-2.911258463093031046e-01,-7.933577352556442364e-02,-6.859479321663605744e-02,-6.315281516821639150e-03,-1.261524387839564956e-02,-3.270830047769429094e-01,-7.425858505208454696e-02,-1.250677974789329294e-01
-2.087507681855911741e-03,-3.577701488384365039e-03,-8.748700784623932166e-05,-6.115155757811644756e-05,-1.072681080947771921e-04,-8.684846559304130542e-04,-1.453746737168366832e-03,1.745674713060608833e-03,-4.958797931269763809e-04,2.935560619416918943e-04,6.361066299063335150e-02,-1.130809052389882163e+00,-2.097184210478274802e-01,-1.617877261905566189e-01,7.008896695040460756e-01,-1.501511429104636641e-01,4.666610364440619552e-02,1.453281055433773561e-01,-3.653179545636054959e-01,-1.365523700750074232e-01,5.016756102425803249e-02,1.128379307590166858e-01,1.525115153718296620e-03,-3.090112218344339898e-02,3.029852361228855748e-02,1.551281962938606991e-02,-1.558505773324967043e-02,-2.649423274194140365e-02,7.428385089196055946e-02,-5.602144530706962278e-02
-5.028117609792225745e-03,-4.595371194765054783e-03,-6.944767091347901376e-04,6.865322552103403884e-04,-1.282264767932821256e-03,8.896002032288793026e-04,7.950922949853922971e-04,-7.239637087717951548e-04,-1.731809037203013707e-05,-2.406329322104575183e-04,-1.386856583419488365e+00,-1.813505126746747798e-01,8.689419720925468660e-01,2.637421085135400189e-01,-3.350563756113836833e-01,-9.494546850809455762e-02,1.140067850944448263e-01,1.445343678567373169e-01,-9.016334121884996000e-02,2.575702577467220422e-01,-8.157583626229872320e-02,-5.915429783899481264e-02,1.746430615322005497e-01,-2.017695335393409617e-01,-1.902629900491377979e-01,6.409541541156811573e-02,-8.402789237404910405e-02,4.075206826755491119e-02,-1.126297338255594777e-02,-3.759823897327212866e-02
-1.074302660201505166e-02,1.010333491261864412e-02,3.449044230432699466e-03,7.601930780583016209e-04,1.031699978026734540e-03,-3.625373527264328754e-04,8.156461356249109906e-04,6.795990805205514315e-05,-7.976260229425755294e-04,1.386611413043763413e-04,-1.424723494367454268e+00,1.536574628184573355e+00,-8.153909675808007629e-01,-1.530064701815347927e-01,1.717028773909991812e-01,-2.315119676275936844e-01,4.088301336590339369e-02,-1.584990718853621916e-01,2.107610766237209554e-01,-3.266209809561044022e-03,3.634916359404108399e-02,1.282187393388685703e-01,2.746007673456607456e-02,-9.551843707779746062e-02,-1.360797091057622810e-01,-2.032039827404972035e-02,-5.430519674506844446e-02,1.658041075910553219e-01,-1.230267974196997960e-01,1.289764401672648109e-01
-7.159649724121529800e-03,4.390875099715812460e-04,1.371000490870674009e-03,-3.542465297194419857e-04,-1.414188814074665785e-03,7.396393891658322069e-04,-1.057446529826984531e-04,-9.706115015800270186e-05,8.510901004504049772e-05,2.420709990314585166e-04,-1.096510322579506092e+00,1.854830730527773086e-01,5.376284784704344899e-01,7.810542744481473176e-02,-6.606918768860152724e-01,-4.421332510819186434e-01,3.938858563791393375e-02,2.605683149099961571e-01,4.392123034458596254e-02,-5.901024740696352022e-02,3.761532981096161327e-02,1.263570718224382161e-01,2.419672095911086507e-01,-1.942597104518686557e-01,-1.144096951504388338e-01,6.024695577630388016e-02,-9.841180152087282418e-02,-6.306268008870508091e-02,-9.235973921722673285e-02,-7.521410692680749466e-02
1.293459538559137883e-03,1.055561517320362979e-03,4.766057499041057260e-04,4.562358367662377187e-04,-5.306585249537787300e-04,-7.097266406565808875e-04,-2.933944596086939752e-04,3.379804935696104073e-04,-3.092224270935252069e-04,-8.622397783231181641e-05,1.596577294782836942e+00,-1.049702593587563904e+00,-6.168910548821453926e-02,-1.575069118699148896e-01,4.351104544512555683e-01,-3.006611205088381422e-01,2.501222258766097051e-01,4.964974913187539807e-01,1.103864661039905271e-01,-5.507588672065285434e-02,-5.473039129153643365e-03,-4.362381073879667559e-02,-2.597352423594627702e-01,-1.532261663065004054e-01,-2.498925890115573020e-02,1.249661124303253490e-01,-1.147246520089085092e-01,-7.712498305049998726e-02,5.632191942845666405e-02,-8.262433995289351907e-02
-1.965460967334739257e-03,3.355472296856695010e-03,-4.226961724541326675e-03,4.301299009755366401e-03,-1.888933595958669270e-04,-2.621392969309026006e-03,8.301375546047903668e-04,-5.208318081085104752e-04,-1.915662083947096070e-03,3.446374153106022747e-05,-2.407231243288596723e-01,1.439310059677111564e+00,-4.876962366730000498e-01,-2.400800478097743842e-02,-5.477620573829018458e-01,-5.316102810467766560e-01,-5.437461001026383522e-01,7.651558213216529125e-02,3.314165659881888049e-01,2.321148207715273137e-01,1.308434110489798408e-01,8.311546585427603828e-02,4.851262946479213689e-02,-2.354111996964613762e-01,3.236059426742922684e-01,-1.676980625163538852e-01,-2.922244385364837771e-01,1.988260044347263944e-01,1.193338877749028359e-01,9.630931438730441774e-02
-5.378704916321708392e-03,-3.083756101158892891e-04,-8.901493002523244323e-05,9.385669535769725373e-04,-1.143396439519510496e-03,-4.657496994604501742e-04,-7.165972088176344318e-04,8.830315609405307289e-04,-2.560749314587416415e-04,3.318432115255812989e-04,-5.895193457913895374e-01,-2.722463503068845991e-01,3.956633069645892897e-01,-2.335958648470274623e-01,8.202463704659529453e-01,6.579583414696085208e-01,5.137849535103188037e-02,9.133339547077871934e-02,-2.795268726389508740e-01,-3.872525724710131900e-01,5.977123489666264639e-02,1.569588502973819355e-01,8.058397084002880129e-02,-5.066796465069108024e-02,-5.649804620862945020e-02,6.891006207686052598e-02,-1.960899253605617176e-01,3.126030823695877953e-02,-4.753380981581532133e-02,1.001356778802251907e-01
