-2.491677522659301758e+00,-4.452872276306152344e-01
2.120237827301025391e+00,-2.782831907272338867e+00
6.466190338134765625e+00,-4.171714305877685547e+00
2.576998233795166016e+00,3.380590677261352539e+00
2.788671493530273438e+00,3.198302030563354492e+00
2.327481746673583984e+00,3.033343553543090820e+00
2.361092805862426758e+00,3.739127635955810547e+00
2.359659910202026367e+00,3.158286809921264648e+00
1.011070609092712402e+00,3.153856515884399414e+00
1.092909574508666992e+00,2.868627786636352539e+00
4.017328262329101562e+00,1.461124300956726074e+00
8.203037828207015991e-02,1.573922157287597656e+00
-8.424033522605895996e-01,1.399204373359680176e+00
6.709620475769042969e+00,-3.870453596115112305e+00
-5.630408525466918945e-01,1.296577215194702148e+00
-4.331129193305969238e-01,1.190871596336364746e+00
-1.617753028869628906e+00,1.760139942169189453e+00
-1.292390346527099609e+00,1.621397376060485840e+00
-8.845549821853637695e-01,1.256739258766174316e+00
-1.033653855323791504e+00,1.392472505569458008e+00
-2.036277532577514648e+00,2.008600950241088867e+00
-1.775757074356079102e+00,1.580696821212768555e+00
-2.613821983337402344e+00,1.524512767791748047e+00
-2.757888078689575195e+00,1.354004025459289551e+00
8.571399688720703125e+00,-3.081534147262573242e+00
-2.776695013046264648e+00,1.227471590042114258e+00
-3.199953079223632812e+00,1.352420568466186523e+00
-3.383797407150268555e+00,1.135791063308715820e+00
-3.268254518508911133e+00,1.236721634864807129e+00
-1.789548039436340332e+00,1.498242735862731934e+00
-1.687040448188781738e+00,4.200552999973297119e-01
-3.299071788787841797e+00,1.231708288192749023e+00
-3.065817356109619141e+00,1.074685692787170410e+00
-2.632591009140014648e+00,1.494772553443908691e+00
-2.800120115280151367e+00,1.189680099487304688e+00
7.705776691436767578e+00,-3.377592325210571289e+00
-2.784882783889770508e+00,1.281125545501708984e+00
-2.314795255661010742e+00,1.435222148895263672e+00
-2.553007364273071289e+00,2.570392370223999023e+00
-2.661092758178710938e+00,1.703894615173339844e+00
-2.307323694229125977e+00,1.746317148208618164e+00
-1.937004208564758301e+00,1.670083165168762207e+00
-1.820604562759399414e+00,1.693860054016113281e+00
-1.601328253746032715e+00,1.512359380722045898e+00
-1.761875391006469727e+00,1.452838182449340820e+00
-2.054316520690917969e+00,1.572225451469421387e+00
6.564916610717773438e+00,-4.141560554504394531e+00
-1.979299545288085938e+00,1.498176336288452148e+00
-2.052410364151000977e+00,1.436546087265014648e+00
-2.508661746978759766e+00,1.282699823379516602e+00
-2.678937911987304688e+00,1.358465790748596191e+00
-1.383147239685058594e+00,1.476720809936523438e+00
-2.460348367691040039e+00,1.223081231117248535e+00
-3.398765325546264648e+00,2.401108026504516602e+00
-2.976780414581298828e+00,1.434629678726196289e+00
-1.813135266304016113e+00,1.562081336975097656e+00
-1.742650508880615234e+00,1.176494956016540527e+00
8.226125717163085938e+00,-3.040395736694335938e+00
-1.435919880867004395e+00,1.112336277961730957e+00
-2.550988912582397461e+00,1.761337637901306152e+00
-2.933555364608764648e+00,2.289320230484008789e+00
-1.864306807518005371e+00,1.800752043724060059e+00
-1.776704072952270508e+00,2.040344238281250000e+00
-1.447727799415588379e+00,3.093354463577270508e+00
-1.005547285079956055e+00,1.516228318214416504e+00
-1.899067759513854980e+00,2.313480138778686523e+00
-1.768741726875305176e+00,3.896836042404174805e+00
-1.637761831283569336e+00,4.280457973480224609e+00
8.308791160583496094e+00,-3.100203037261962891e+00
-2.114610910415649414e+00,3.001674413681030273e+00
-1.192786097526550293e+00,3.319100379943847656e+00
-2.657064199447631836e+00,2.662204027175903320e+00
-1.663238048553466797e+00,2.139487743377685547e+00
-2.719262123107910156e+00,2.315024852752685547e+00
-2.410323143005371094e+00,2.760855436325073242e+00
-2.440836668014526367e+00,2.743546962738037109e+00
-2.039373159408569336e+00,2.252109050750732422e+00
-1.609692811965942383e+00,2.255846023559570312e+00
-1.618509769439697266e+00,2.583199024200439453e+00
7.422894954681396484e+00,-3.715806245803833008e+00
-1.772961258888244629e+00,2.533502578735351562e+00
-2.560899972915649414e+00,2.995190620422363281e+00
-3.414944648742675781e+00,2.047124385833740234e+00
-3.448602914810180664e+00,2.154046058654785156e+00
-3.340373039245605469e+00,2.122588872909545898e+00
-3.066279649734497070e+00,2.584871292114257812e+00
-3.220305681228637695e+00,1.638432502746582031e+00
-3.575340986251831055e+00,2.180841684341430664e+00
-3.394431114196777344e+00,2.109868288040161133e+00
-3.433246374130249023e+00,1.964833498001098633e+00
7.927400112152099609e+00,-3.194123029708862305e+00
-2.913873195648193359e+00,1.870708942413330078e+00
-2.356283903121948242e+00,1.040705800056457520e+00
-2.775345087051391602e+00,2.250886440277099609e+00
-2.689526081085205078e+00,2.965308189392089844e+00
1.206534028053283691e+00,3.946630954742431641e+00
1.379048347473144531e+00,4.106817245483398438e+00
1.385686278343200684e+00,4.583732128143310547e+00
9.541121125221252441e-01,4.899148941040039062e+00
1.618825197219848633e+00,4.049724578857421875e+00
1.623336195945739746e+00,4.993136405944824219e+00
7.569636344909667969e+00,-3.533070564270019531e+00
1.894464373588562012e+00,4.739680290222167969e+00
3.493952274322509766e+00,4.331795215606689453e+00
1.998634457588195801e+00,4.571947574615478516e+00
3.654005765914916992e+00,4.411564826965332031e+00
2.167140722274780273e+00,3.575150251388549805e+00
2.929055690765380859e+00,3.403483152389526367e+00
2.934310197830200195e+00,4.539900779724121094e+00
1.979383349418640137e+00,4.116640090942382812e+00
2.050366640090942383e+00,4.087993621826171875e+00
2.418960094451904297e+00,2.952746629714965820e+00
2.072879314422607422e+00,-2.785971164703369141e+00
9.033192634582519531e+00,-2.968378782272338867e+00
3.589818239212036133e+00,3.022584676742553711e+00
1.763706803321838379e+00,4.027542591094970703e+00
